PolicyKey,PolicyNumber,OrgKey,PlanKey,AgentKey,AdjustmentDate,DateOfCommencement,ModeOfPayment,ChequeEncashmentDetails,PolicyStatus,PremiumInstallmentAmount,FUPDate,Gaps,SumAssured,Budget,PolicyVintageBucket,HasMobile,HasEmail,HasNEFT,HasPAN
1789,POL0001789,22,1,16,2024-08-14,2024-08-14,Half-yearly,NA,Inforce,5354.77,2025-06-04,3,345777.72,31066.62,>=1 year and <2 years,1,1,1,1
1790,POL0001790,4,12,27,2025-03-05,2025-03-20,Quarterly,NA,Cooling Off,1134.68,2025-10-19,2,528387.69,106682.02,>=1 year and <2 years,1,1,0,1
1791,POL0001791,9,4,20,2026-03-13,2026-04-08,Monthly,NA,Cheque Dishonor,5927.07,2026-11-21,2,1264499.43,351491.57,Less than 1 year,1,1,1,0
1792,POL0001792,1,8,80,2023-07-14,2023-07-31,Half-yearly,NA,Inforce,2651.06,2024-03-05,5,279375.16,59042.53,>=2 years and <3 years,1,1,1,1
1793,POL0001793,39,2,67,2023-05-10,2023-06-04,Single,NA,Inforce,3652.2,2024-03-15,4,911561.23,150661.77,>=2 years and <3 years,1,1,1,1
1794,POL0001794,33,8,51,2024-10-17,2024-11-11,Single,NA,Inforce,1878.67,2025-03-17,0,330327.03,16336.3,>=1 year and <2 years,1,0,1,0
1795,POL0001795,12,4,70,2025-12-23,2025-12-28,Monthly,NA,Inforce,3675.32,2026-02-18,5,54113.07,621812.75,Less than 1 year,1,1,1,1
1796,POL0001796,40,2,56,2023-10-10,2023-10-14,Monthly,NA,Inforce,1332.2,2024-06-11,4,773895.23,12365.51,>=2 years and <3 years,1,1,1,0
1797,POL0001797,16,3,66,2025-06-02,2025-06-22,Half-yearly,NA,Inforce,1269.0,2025-10-31,3,162217.1,50287.96,Less than 1 year,1,1,1,1
1798,POL0001798,19,5,13,2024-11-29,2024-12-12,Yearly,NA,Inforce,3677.87,2025-10-07,0,201802.32,189429.58,>=1 year and <2 years,1,1,0,1
1799,POL0001799,26,7,14,2023-06-22,2023-07-04,Quarterly,Honoured,Inforce,2499.05,2024-05-09,4,246777.32,7112.24,>=2 years and <3 years,0,0,0,0
1800,POL0001800,19,8,16,2024-12-31,2025-01-27,Quarterly,NA,Inforce,1093.94,2025-07-16,0,50000.0,44305.5,>=1 year and <2 years,1,1,0,1
1801,POL0001801,42,11,80,2023-12-04,2023-12-10,Monthly,Honoured,Inforce,11509.25,2024-03-15,0,126122.3,27362.44,>=2 years and <3 years,1,1,1,1
1802,POL0001802,9,8,59,2025-08-22,2025-09-09,Monthly,Dishonoured,Inforce,1928.68,2026-06-21,4,679506.38,146593.01,Less than 1 year,1,0,1,1
1803,POL0001803,33,4,45,2023-12-14,2023-12-30,Yearly,NA,Inforce,4811.67,2024-03-13,1,279944.89,230730.07,>=2 years and <3 years,1,1,0,0
1804,POL0001804,12,11,20,2023-10-09,2023-10-20,Monthly,Honoured,Inforce,2972.43,2024-09-24,2,215354.51,47453.83,>=2 years and <3 years,1,1,0,1
1805,POL0001805,9,5,39,2024-03-01,2024-03-17,Yearly,NA,Inforce,2141.66,2024-10-16,1,128365.4,67377.19,>=2 years and <3 years,1,1,1,1
1806,POL0001806,31,7,61,2025-04-01,2025-04-16,Quarterly,NA,Inforce,3052.39,2025-05-21,1,608562.55,37981.2,Less than 1 year,1,1,1,0
1807,POL0001807,33,11,68,2024-11-05,2024-11-10,Monthly,NA,Inforce,3312.52,2025-04-06,0,127582.8,13834.26,>=1 year and <2 years,1,0,1,1
1808,POL0001808,38,6,75,2024-12-16,2024-12-26,Quarterly,NA,Inforce,5094.47,2025-08-19,2,248565.74,185053.5,>=1 year and <2 years,1,0,1,0
1809,POL0001809,11,4,13,2023-04-25,2023-04-27,Half-yearly,NA,Inforce,2028.6,2023-08-28,2,67333.82,64534.8,>=2 years and <3 years,1,0,1,0
1810,POL0001810,21,4,31,2023-08-18,2023-09-04,Monthly,Honoured,Inforce,972.8,2023-10-19,1,500899.04,71284.37,>=2 years and <3 years,1,1,1,0
1811,POL0001811,25,7,9,2025-12-30,2026-01-19,Single,NA,Inforce,4438.26,2026-08-04,3,192138.41,13090.62,Less than 1 year,1,1,1,0
1812,POL0001812,5,8,48,2025-06-10,2025-07-02,Quarterly,Honoured,Lapsed,6573.07,2026-03-11,2,706669.86,51214.62,Less than 1 year,1,1,1,1
1813,POL0001813,21,2,58,2024-02-16,2024-03-10,Monthly,Dishonoured,Inforce,1454.06,2024-08-29,4,191575.3,125519.66,>=2 years and <3 years,1,1,0,1
1814,POL0001814,13,4,33,2024-12-24,2025-01-04,Quarterly,NA,Inforce,1813.19,2025-10-11,5,151937.89,106275.2,>=1 year and <2 years,1,1,1,1
1815,POL0001815,11,7,68,2023-05-02,2023-05-05,Half-yearly,NA,Inforce,2161.46,2023-09-13,4,57111.82,17000.49,>=2 years and <3 years,1,1,0,0
1816,POL0001816,41,11,13,2025-06-19,2025-07-16,Monthly,Honoured,Lapsed,2719.51,2026-04-28,2,319672.44,79442.03,Less than 1 year,1,1,1,0
1817,POL0001817,24,7,73,2023-11-02,2023-11-23,Quarterly,NA,Inforce,5235.71,2024-08-21,2,376996.99,51443.06,>=2 years and <3 years,1,1,0,1
1818,POL0001818,42,9,64,2025-11-14,2025-12-08,Monthly,NA,Inforce,5833.54,2026-10-01,2,173225.39,104429.91,Less than 1 year,1,0,1,1
1819,POL0001819,33,6,46,2023-11-28,2023-12-28,Quarterly,NA,Inforce,4594.56,2024-05-26,3,846199.39,48886.83,>=2 years and <3 years,1,1,1,1
1820,POL0001820,5,8,55,2025-07-01,2025-07-21,Quarterly,Honoured,Inforce,3835.76,2025-12-23,1,701989.04,59404.73,Less than 1 year,0,1,0,1
1821,POL0001821,9,9,39,2026-03-17,2026-03-21,Monthly,NA,Inforce,9676.86,2026-10-14,2,576612.01,66528.55,Less than 1 year,1,1,1,1
1822,POL0001822,35,6,3,2025-01-13,2025-01-18,Monthly,Honoured,Lapsed,1852.29,2025-10-31,4,86410.01,9853.97,>=1 year and <2 years,1,1,1,1
1823,POL0001823,17,7,46,2024-12-09,2025-01-04,Single,Honoured,Cooling Off,2113.37,2025-04-23,4,694772.12,14746.16,>=1 year and <2 years,1,1,1,1
1824,POL0001824,5,9,74,2023-06-06,2023-06-07,Monthly,NA,Inforce,1701.88,2024-02-23,0,691700.63,79384.53,>=2 years and <3 years,1,1,1,0
1825,POL0001825,20,7,80,2025-07-13,2025-07-25,Single,NA,Inforce,7803.34,2026-05-29,5,67029.92,70559.25,Less than 1 year,0,1,1,1
1826,POL0001826,31,5,4,2025-11-15,2025-11-21,Single,NA,Inforce,5174.47,2026-06-28,1,84147.69,14608.62,Less than 1 year,1,1,1,1
1827,POL0001827,4,3,27,2025-02-09,2025-02-09,Quarterly,Honoured,Lapsed,2416.27,2025-03-15,2,452288.71,42287.79,>=1 year and <2 years,0,1,1,1
1828,POL0001828,4,4,64,2025-09-30,2025-10-27,Single,Honoured,Lapsed,4267.88,2026-06-24,3,147942.3,66808.21,Less than 1 year,1,0,1,1
1829,POL0001829,3,6,10,2026-01-27,2026-01-29,Yearly,NA,Inforce,888.16,2026-06-28,0,240821.16,184027.22,Less than 1 year,1,0,0,1
1830,POL0001830,6,9,62,2024-03-07,2024-03-29,Yearly,NA,Inforce,11040.8,2024-06-22,4,318112.7,56033.02,>=1 year and <2 years,1,1,1,1
1831,POL0001831,3,8,65,2024-05-31,2024-06-11,Monthly,NA,Inforce,1779.08,2025-06-08,1,480275.94,149643.08,>=1 year and <2 years,1,1,1,1
1832,POL0001832,15,1,8,2025-11-04,2025-11-23,Single,Honoured,Inforce,731.84,2026-02-23,5,210391.81,35638.14,Less than 1 year,1,1,1,1
1833,POL0001833,39,7,3,2025-01-23,2025-02-12,Quarterly,NA,Inforce,1432.82,2025-06-14,4,282906.0,47219.56,>=1 year and <2 years,1,1,0,1
1834,POL0001834,9,7,55,2023-06-23,2023-07-14,Quarterly,NA,Inforce,1942.59,2023-12-07,0,979880.07,38170.58,>=2 years and <3 years,1,1,1,1
1835,POL0001835,40,6,46,2023-05-23,2023-05-27,Monthly,NA,Inforce,2117.49,2024-01-23,0,626669.73,71924.14,>=2 years and <3 years,0,0,1,1
1836,POL0001836,15,2,76,2025-07-20,2025-08-02,Single,NA,Inforce,1283.47,2025-11-18,2,199081.52,36457.77,Less than 1 year,1,1,1,0
1837,POL0001837,35,10,6,2026-03-23,2026-04-21,Yearly,NA,Inforce,3079.23,2027-01-09,4,667792.92,368288.29,Less than 1 year,1,0,1,1
1838,POL0001838,4,2,8,2025-11-16,2025-12-05,Monthly,NA,Inforce,1295.28,2026-02-10,0,751675.41,154192.25,Less than 1 year,1,1,1,0
1839,POL0001839,23,10,32,2024-10-21,2024-11-10,Yearly,NA,Inforce,8389.77,2025-08-06,3,121560.2,55566.31,>=1 year and <2 years,1,1,1,0
1840,POL0001840,8,11,10,2023-08-07,2023-09-01,Single,Honoured,Inforce,2625.96,2023-10-15,5,294273.7,36546.61,>=2 years and <3 years,1,1,1,1
1841,POL0001841,23,4,57,2025-10-29,2025-11-22,Half-yearly,Honoured,Inforce,4186.4,2026-01-11,1,283849.4,19613.77,Less than 1 year,1,0,1,1
1842,POL0001842,19,11,32,2025-06-20,2025-07-16,Quarterly,NA,Inforce,1667.59,2026-02-28,1,145197.91,34472.6,Less than 1 year,0,1,1,1
1843,POL0001843,33,2,7,2026-01-02,2026-01-22,Monthly,NA,Cooling Off,781.04,2026-12-18,2,129963.87,158404.29,Less than 1 year,1,1,1,1
1844,POL0001844,32,5,11,2026-02-25,2026-03-11,Monthly,NA,Cooling Off,2931.62,2027-02-28,0,417251.15,35685.06,Less than 1 year,1,1,1,1
1845,POL0001845,15,5,71,2023-08-21,2023-09-10,Monthly,NA,Inforce,2670.14,2024-01-12,0,445502.57,34471.91,>=2 years and <3 years,1,1,0,0
1846,POL0001846,10,1,31,2026-03-23,2026-03-26,Half-yearly,NA,Inforce,3416.65,2026-07-29,3,3881499.62,60240.27,Less than 1 year,0,1,0,0
1847,POL0001847,8,1,64,2025-11-09,2025-12-04,Half-yearly,NA,Inforce,4855.67,2026-08-05,3,274674.25,131375.36,Less than 1 year,1,1,1,0
1848,POL0001848,20,2,8,2025-04-26,2025-05-16,Monthly,NA,Inforce,1649.96,2025-12-15,1,241609.79,136577.0,Less than 1 year,1,1,1,1
1849,POL0001849,25,7,57,2023-10-03,2023-10-19,Single,NA,Inforce,3062.21,2024-09-15,5,357097.08,47641.9,>=2 years and <3 years,1,1,0,0
1850,POL0001850,28,9,7,2023-07-06,2023-07-09,Half-yearly,NA,Inforce,2880.94,2024-06-17,2,395630.37,197330.68,>=2 years and <3 years,0,0,1,1
1851,POL0001851,2,10,44,2023-06-13,2023-07-10,Yearly,Honoured,Inforce,2025.96,2024-06-13,2,399485.34,23897.12,>=2 years and <3 years,1,0,1,1
1852,POL0001852,38,4,4,2025-03-25,2025-04-10,Monthly,Honoured,Inforce,3715.75,2025-10-23,2,405178.3,89956.14,Less than 1 year,1,1,1,1
1853,POL0001853,28,12,8,2025-06-30,2025-07-18,Half-yearly,NA,Cooling Off,2053.92,2026-06-15,3,71092.87,133623.2,Less than 1 year,1,1,1,1
1854,POL0001854,19,9,60,2025-12-15,2025-12-21,Monthly,Honoured,Inforce,1483.78,2026-11-14,0,509968.31,226588.19,Less than 1 year,1,1,0,0
1855,POL0001855,17,3,49,2025-09-08,2025-10-04,Quarterly,Dishonoured,Inforce,3936.98,2026-03-06,5,247793.07,49925.86,Less than 1 year,1,0,0,1
1856,POL0001856,1,5,36,2025-06-26,2025-07-26,Single,NA,Inforce,1526.96,2025-12-24,5,311988.2,23866.69,Less than 1 year,1,1,0,1
1857,POL0001857,22,10,51,2024-07-25,2024-08-02,Single,NA,Inforce,1846.6,2025-02-17,0,722187.25,16189.73,>=1 year and <2 years,1,1,1,1
1858,POL0001858,17,11,78,2024-06-21,2024-07-18,Single,NA,Inforce,2318.49,2024-09-22,2,189307.08,39266.83,>=1 year and <2 years,1,1,1,1
1859,POL0001859,17,3,57,2025-07-24,2025-07-28,Quarterly,NA,Inforce,1896.04,2025-09-10,4,509581.79,102448.76,Less than 1 year,1,0,1,1
1860,POL0001860,23,8,72,2025-08-07,2025-08-30,Monthly,NA,Lapsed,1995.9,2026-06-16,4,190540.95,56464.11,Less than 1 year,1,1,0,1
1861,POL0001861,18,10,71,2024-02-12,2024-02-24,Monthly,NA,Inforce,1241.73,2024-08-13,0,256106.33,20557.06,>=2 years and <3 years,1,1,0,1
1862,POL0001862,18,5,64,2024-11-11,2024-11-12,Monthly,NA,Inforce,2160.73,2025-02-27,0,602287.68,242267.07,>=1 year and <2 years,1,1,1,1
1863,POL0001863,40,11,7,2024-08-31,2024-09-16,Monthly,NA,Inforce,2780.71,2025-05-02,4,316679.27,10568.27,>=1 year and <2 years,1,1,1,1
1864,POL0001864,33,8,75,2025-04-03,2025-04-09,Monthly,NA,Inforce,8687.72,2025-06-27,4,363514.23,11659.24,Less than 1 year,0,1,1,1
1865,POL0001865,17,5,3,2023-07-14,2023-07-30,Half-yearly,Honoured,Inforce,1051.66,2024-07-21,1,925604.24,132961.53,>=2 years and <3 years,1,1,0,1
1866,POL0001866,3,10,31,2024-11-21,2024-12-02,Monthly,NA,Inforce,3536.28,2025-01-21,4,287013.03,24192.8,>=1 year and <2 years,1,1,1,1
1867,POL0001867,33,2,31,2023-08-02,2023-08-07,Monthly,NA,Inforce,1819.54,2023-12-11,4,826480.62,352401.88,>=2 years and <3 years,0,0,1,1
1868,POL0001868,27,2,55,2024-08-24,2024-08-28,Yearly,NA,Inforce,1942.82,2025-06-29,0,58862.28,38316.09,>=1 year and <2 years,1,1,0,1
1869,POL0001869,24,6,53,2025-08-24,2025-09-19,Yearly,NA,Lapsed,1150.19,2026-03-14,5,140746.21,12531.44,Less than 1 year,0,0,0,0
1870,POL0001870,19,10,4,2024-03-22,2024-04-02,Monthly,NA,Lapsed,1409.19,2024-06-17,1,1345328.76,22491.92,>=1 year and <2 years,0,0,1,1
1871,POL0001871,38,1,14,2023-06-02,2023-06-07,Quarterly,Honoured,Inforce,7618.3,2023-10-09,4,462510.02,34215.31,>=2 years and <3 years,1,1,0,1
1872,POL0001872,33,10,45,2023-06-30,2023-07-22,Yearly,NA,Inforce,2875.36,2024-04-03,2,249962.58,41593.99,>=2 years and <3 years,1,0,0,1
1873,POL0001873,10,7,11,2023-04-03,2023-05-03,Yearly,Dishonoured,Cheque Dishonor,2149.17,2024-04-30,0,175660.58,115798.51,>=2 years and <3 years,1,1,1,1
1874,POL0001874,37,9,74,2024-11-09,2024-11-24,Quarterly,Honoured,Inforce,1581.24,2025-11-21,2,140899.29,123911.54,>=1 year and <2 years,1,1,0,0
1875,POL0001875,8,9,7,2025-08-23,2025-08-31,Quarterly,NA,Inforce,2606.27,2025-11-29,5,293367.14,17865.5,Less than 1 year,1,1,1,1
1876,POL0001876,21,5,25,2023-06-29,2023-07-28,Half-yearly,NA,Inforce,2274.43,2023-12-28,1,476819.81,18040.78,>=2 years and <3 years,1,1,1,1
1877,POL0001877,16,6,30,2025-09-04,2025-10-04,Quarterly,Honoured,Inforce,4853.46,2025-11-25,4,392629.24,39649.49,Less than 1 year,1,1,1,1
1878,POL0001878,16,8,53,2025-06-16,2025-06-17,Monthly,NA,Inforce,2930.1,2025-11-27,4,1024753.52,75786.07,Less than 1 year,1,1,0,0
1879,POL0001879,24,11,62,2024-08-22,2024-08-23,Quarterly,NA,Inforce,1570.1,2024-12-04,3,94291.54,48127.21,>=1 year and <2 years,0,1,1,0
1880,POL0001880,37,3,69,2024-07-13,2024-07-27,Monthly,Honoured,Inforce,1844.45,2025-03-26,0,202081.25,39195.3,>=1 year and <2 years,0,1,0,1
1881,POL0001881,9,10,34,2026-01-30,2026-01-30,Half-yearly,NA,Inforce,2673.45,2027-01-15,1,517579.67,28270.74,Less than 1 year,1,1,0,0
1882,POL0001882,27,7,65,2025-03-29,2025-04-10,Yearly,NA,Inforce,4744.98,2026-01-19,5,366599.77,129765.19,Less than 1 year,1,0,1,1
1883,POL0001883,13,3,59,2024-02-03,2024-02-13,Single,NA,Inforce,2904.39,2024-07-13,1,109183.68,219911.47,>=2 years and <3 years,1,1,1,1
1884,POL0001884,36,12,61,2026-01-20,2026-01-22,Half-yearly,NA,Inforce,3153.81,2026-10-18,4,225056.55,28034.03,Less than 1 year,1,1,0,0
1885,POL0001885,28,1,22,2024-11-02,2024-11-13,Yearly,NA,Lapsed,7221.41,2025-01-24,1,391925.82,78106.67,>=1 year and <2 years,1,0,0,1
1886,POL0001886,25,7,46,2023-08-24,2023-09-19,Monthly,NA,Inforce,8755.85,2024-07-12,1,356912.65,14017.65,>=2 years and <3 years,0,1,0,0
1887,POL0001887,19,2,44,2025-07-21,2025-08-20,Yearly,Honoured,Inforce,1052.28,2026-05-28,3,54928.52,48178.98,Less than 1 year,1,1,1,0
1888,POL0001888,40,2,6,2025-02-20,2025-02-22,Single,Honoured,Lapsed,2110.9,2026-01-15,1,445970.62,69655.38,>=1 year and <2 years,1,0,0,1
1889,POL0001889,27,11,58,2024-10-22,2024-10-30,Half-yearly,NA,Inforce,6561.47,2025-07-04,5,443629.09,91938.95,>=1 year and <2 years,1,1,1,1
1890,POL0001890,9,12,24,2023-10-05,2023-11-03,Half-yearly,NA,Inforce,1980.82,2024-09-16,5,985753.27,74975.74,>=2 years and <3 years,0,1,1,1
1891,POL0001891,33,2,20,2026-03-26,2026-03-31,Yearly,NA,Inforce,381.36,2026-06-04,3,147567.66,87541.92,Less than 1 year,0,0,1,1
1892,POL0001892,42,8,49,2025-05-24,2025-05-27,Monthly,NA,Inforce,5718.62,2026-02-04,0,290350.25,15668.14,Less than 1 year,0,1,1,0
1893,POL0001893,18,2,30,2024-08-12,2024-09-11,Monthly,NA,Inforce,576.55,2025-05-27,4,277287.15,75820.67,>=1 year and <2 years,1,1,0,1
1894,POL0001894,34,10,66,2025-07-14,2025-07-21,Half-yearly,NA,Inforce,3820.07,2026-03-05,0,108458.84,259382.83,Less than 1 year,1,1,1,1
1895,POL0001895,21,3,19,2024-10-25,2024-11-12,Single,Honoured,Lapsed,3091.3,2025-08-24,4,497637.81,12187.74,>=1 year and <2 years,1,1,1,1
1896,POL0001896,14,7,67,2025-06-01,2025-07-01,Monthly,Honoured,Inforce,5535.86,2025-11-07,0,335237.07,38679.03,Less than 1 year,1,1,1,0
1897,POL0001897,23,5,22,2025-01-03,2025-01-20,Monthly,NA,Inforce,723.43,2025-12-28,2,403471.89,45285.05,>=1 year and <2 years,1,1,1,1
1898,POL0001898,11,5,34,2025-03-14,2025-04-09,Yearly,Honoured,Lapsed,2148.69,2025-09-23,0,418679.73,22629.85,Less than 1 year,1,0,1,1
1899,POL0001899,18,3,13,2025-04-09,2025-04-18,Monthly,Honoured,Inforce,1163.38,2026-04-01,0,1095682.17,40937.15,Less than 1 year,1,1,1,0
1900,POL0001900,2,10,6,2025-08-07,2025-08-15,Yearly,NA,Inforce,3315.25,2025-09-21,3,148306.21,39220.6,Less than 1 year,1,0,0,0
1901,POL0001901,1,8,4,2025-06-30,2025-07-16,Monthly,NA,Lapsed,4811.56,2026-04-06,4,272324.15,79105.74,Less than 1 year,1,1,1,1
1902,POL0001902,28,12,57,2023-07-01,2023-07-21,Quarterly,Honoured,Inforce,5034.79,2024-04-30,1,483600.88,37442.99,>=2 years and <3 years,1,0,1,0
1903,POL0001903,8,12,16,2023-04-07,2023-05-07,Monthly,NA,Inforce,953.27,2023-08-11,4,155833.5,314513.26,>=2 years and <3 years,1,1,0,1
1904,POL0001904,9,5,15,2024-10-02,2024-10-11,Yearly,Honoured,Inforce,6131.67,2025-01-11,3,1066023.9,91347.99,>=1 year and <2 years,1,1,0,0
1905,POL0001905,15,12,10,2023-11-15,2023-11-15,Monthly,NA,Inforce,5880.86,2024-05-24,2,339783.93,29137.56,>=2 years and <3 years,1,1,1,1
1906,POL0001906,41,12,66,2024-06-30,2024-07-28,Half-yearly,NA,Inforce,4484.21,2025-06-14,0,193876.7,118976.26,>=1 year and <2 years,1,1,1,1
1907,POL0001907,3,7,13,2026-03-14,2026-04-02,Yearly,Honoured,Inforce,1808.46,2026-10-31,5,135372.23,46544.55,Less than 1 year,0,1,1,1
1908,POL0001908,36,11,5,2025-07-09,2025-07-09,Yearly,NA,Inforce,2085.92,2026-05-12,2,261149.98,135955.9,Less than 1 year,0,0,1,0
1909,POL0001909,38,7,29,2024-08-04,2024-08-30,Half-yearly,NA,Inforce,1337.36,2024-10-02,4,524203.36,120471.01,>=1 year and <2 years,1,1,0,0
1910,POL0001910,12,12,64,2023-08-06,2023-08-12,Monthly,NA,Lapsed,2399.79,2024-05-25,5,256192.12,14259.39,>=2 years and <3 years,0,1,1,1
1911,POL0001911,34,12,28,2023-10-18,2023-11-13,Single,NA,Inforce,2457.45,2024-09-11,0,310970.09,50612.18,>=2 years and <3 years,1,1,0,1
1912,POL0001912,14,12,23,2024-03-24,2024-04-18,Single,NA,Inforce,3996.2,2024-08-25,3,302081.68,39332.35,>=1 year and <2 years,1,1,1,1
1913,POL0001913,41,10,31,2023-07-18,2023-07-18,Quarterly,NA,Inforce,2291.24,2023-09-26,3,187366.72,57007.97,>=2 years and <3 years,1,1,1,1
1914,POL0001914,12,5,30,2023-12-04,2023-12-08,Yearly,NA,Inforce,6408.7,2024-09-29,3,2412868.35,52294.4,>=2 years and <3 years,0,1,1,1
1915,POL0001915,41,7,77,2024-11-04,2024-11-27,Monthly,NA,Inforce,2133.22,2025-07-01,5,248624.94,24574.16,>=1 year and <2 years,1,1,1,0
1916,POL0001916,8,5,54,2025-11-05,2025-11-20,Yearly,NA,Inforce,1464.31,2026-07-15,4,466993.15,87069.13,Less than 1 year,1,1,0,1
1917,POL0001917,8,3,60,2025-10-30,2025-11-27,Yearly,NA,Inforce,1598.14,2026-10-03,0,388995.94,14049.61,Less than 1 year,1,1,0,1
1918,POL0001918,26,12,17,2024-09-09,2024-09-19,Half-yearly,NA,Inforce,3734.3,2025-07-25,0,158355.22,61993.22,>=1 year and <2 years,1,0,0,1
1919,POL0001919,32,10,53,2023-11-19,2023-12-15,Half-yearly,NA,Inforce,2212.62,2024-01-26,2,160337.34,60162.78,>=2 years and <3 years,1,1,1,0
1920,POL0001920,14,7,8,2026-01-11,2026-02-02,Quarterly,NA,Inforce,5527.22,2026-03-26,5,330769.9,125092.89,Less than 1 year,1,1,1,0
1921,POL0001921,27,7,57,2024-06-25,2024-06-26,Monthly,NA,Inforce,3315.19,2024-09-11,3,327713.8,123354.98,>=1 year and <2 years,1,0,0,1
1922,POL0001922,32,12,29,2023-10-15,2023-10-15,Monthly,Honoured,Inforce,6581.44,2024-07-13,1,235252.82,80415.47,>=2 years and <3 years,1,1,1,0
1923,POL0001923,27,4,74,2024-08-24,2024-09-08,Yearly,NA,Inforce,5373.34,2025-03-13,0,294865.86,93401.25,>=1 year and <2 years,1,1,0,0
1924,POL0001924,8,10,79,2025-03-07,2025-03-19,Monthly,NA,Inforce,597.17,2025-08-16,1,728279.01,145938.2,>=1 year and <2 years,1,1,0,1
1925,POL0001925,2,7,12,2024-12-06,2024-12-14,Half-yearly,NA,Inforce,1390.4,2025-10-16,4,105835.42,41874.42,>=1 year and <2 years,1,0,1,0
1926,POL0001926,36,2,7,2024-07-02,2024-07-09,Quarterly,NA,Inforce,2503.7,2025-06-06,3,268886.18,291112.56,>=1 year and <2 years,1,1,0,1
1927,POL0001927,11,9,51,2023-09-24,2023-10-13,Yearly,NA,Inforce,11230.65,2024-07-26,2,400587.7,23723.46,>=2 years and <3 years,1,1,0,1
1928,POL0001928,24,6,53,2026-03-21,2026-03-23,Monthly,Honoured,Lapsed,2029.23,2026-06-30,3,123570.92,71474.83,Less than 1 year,1,1,0,0
1929,POL0001929,3,1,68,2024-06-20,2024-07-12,Monthly,NA,Inforce,4393.47,2024-11-18,4,383767.14,59609.7,>=1 year and <2 years,1,0,0,1
1930,POL0001930,11,5,39,2023-06-09,2023-06-16,Single,NA,Inforce,4611.37,2024-03-05,5,94976.65,134137.82,>=2 years and <3 years,1,1,1,1
1931,POL0001931,3,5,16,2023-11-09,2023-12-03,Half-yearly,NA,Inforce,5093.53,2024-11-01,4,162992.27,152776.91,>=2 years and <3 years,1,1,1,1
1932,POL0001932,18,2,10,2024-09-29,2024-09-29,Single,Honoured,Inforce,1982.41,2025-02-15,2,75746.39,110969.14,>=1 year and <2 years,1,1,0,0
1933,POL0001933,27,1,2,2024-01-15,2024-01-28,Half-yearly,NA,Lapsed,6027.0,2024-10-30,4,278819.33,21719.18,>=2 years and <3 years,1,1,0,0
1934,POL0001934,7,12,76,2025-04-14,2025-04-19,Half-yearly,NA,Inforce,2064.6,2025-06-19,4,104640.13,66432.4,Less than 1 year,1,1,1,1
1935,POL0001935,20,6,55,2024-10-31,2024-11-05,Quarterly,NA,Inforce,1757.77,2025-05-31,3,365605.11,43466.44,>=1 year and <2 years,1,1,1,1
1936,POL0001936,13,2,34,2025-04-08,2025-04-09,Yearly,NA,Inforce,2407.47,2025-09-07,5,305008.92,59998.86,Less than 1 year,1,0,0,1
1937,POL0001937,28,2,29,2023-05-26,2023-06-14,Yearly,NA,Inforce,9141.33,2024-04-01,1,964215.33,58284.62,>=2 years and <3 years,1,1,1,1
1938,POL0001938,35,9,32,2025-06-10,2025-07-04,Monthly,Dishonoured,Inforce,9882.1,2025-08-09,3,620377.56,42582.84,Less than 1 year,1,1,1,0
1939,POL0001939,24,9,14,2025-10-25,2025-11-06,Quarterly,NA,Inforce,2868.23,2026-04-30,1,50000.0,131495.93,Less than 1 year,1,1,1,0
1940,POL0001940,15,8,48,2023-11-15,2023-11-30,Quarterly,NA,Inforce,569.77,2024-07-11,3,227885.22,142669.83,>=2 years and <3 years,1,0,1,1
1941,POL0001941,10,11,11,2026-03-14,2026-03-30,Single,NA,Lapsed,849.04,2026-08-16,1,92986.58,13709.05,Less than 1 year,1,0,1,0
1942,POL0001942,32,10,32,2025-02-05,2025-02-17,Single,NA,Inforce,2066.75,2025-03-29,3,285293.33,12713.25,>=1 year and <2 years,1,1,0,1
1943,POL0001943,34,12,73,2025-07-08,2025-08-06,Half-yearly,NA,Inforce,4038.07,2025-10-23,0,202248.5,134934.84,Less than 1 year,1,0,0,1
1944,POL0001944,27,5,44,2025-10-02,2025-10-29,Half-yearly,NA,Inforce,1406.67,2026-02-17,4,216412.21,29314.98,Less than 1 year,1,0,0,0
1945,POL0001945,39,7,1,2025-02-28,2025-03-06,Monthly,NA,Inforce,2060.27,2025-08-05,5,395876.85,48201.45,>=1 year and <2 years,0,1,1,1
1946,POL0001946,32,9,64,2026-01-11,2026-01-21,Monthly,NA,Inforce,1568.59,2026-12-28,4,422717.22,37720.5,Less than 1 year,1,0,1,0
1947,POL0001947,31,9,72,2025-09-21,2025-10-09,Yearly,Dishonoured,Inforce,2205.39,2025-11-22,1,745728.0,221253.24,Less than 1 year,1,1,0,1
1948,POL0001948,7,7,10,2025-07-30,2025-08-05,Monthly,Honoured,Inforce,5592.96,2026-07-25,2,241763.14,30279.89,Less than 1 year,1,1,1,1
1949,POL0001949,8,3,26,2025-08-27,2025-09-18,Monthly,Dishonoured,Inforce,1057.22,2026-03-29,5,129619.06,43394.37,Less than 1 year,1,0,1,1
1950,POL0001950,28,8,22,2023-10-29,2023-11-25,Quarterly,NA,Inforce,1307.76,2024-01-19,2,375722.17,73971.12,>=2 years and <3 years,1,1,0,1
1951,POL0001951,36,7,52,2025-07-24,2025-08-08,Single,NA,Cheque Dishonor,3673.56,2025-10-03,2,404179.04,168919.23,Less than 1 year,1,1,0,1
